author,book_id,book_title
Mary Roach,13615414,Gulp: Adventures on the Alimentary Canal
Felicia Day,23705512,You're Never Weird on the Internet (Almost)
Richard   Preston,16213,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus
Vincent Bugliosi,105992,Helter Skelter: The True Story of the Manson Murders
Michael   Lewis,26889576,The Big Short: Inside the Doomsday Machine
Charles Darwin,22463,The Origin of Species
Ishmael Beah,43015,A Long Way Gone: Memoirs of a Boy Soldier
Ta-Nehisi Coates,25489625,Between the World and Me
Corrie ten Boom,561909,The Hiding Place: The Triumphant True Story of Corrie Ten Boom
Jon Ronson,22571552,So You've Been Publicly Shamed
A.J. Jacobs,495395,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible
Rebecca Solnit,18528190,Men Explain Things to Me
David Sedaris,10176,Dress Your Family in Corduroy and Denim
Patti Smith,341879,Just Kids
Laura Hillenbrand,110737,Seabiscuit: An American Legend
Henry David Thoreau,16902,Walden
David Sedaris,1044355,When You Are Engulfed in Flames
Nathaniel Philbrick,17780,In the Heart of the Sea: The Tragedy of the Whaleship Essex
Carl Sagan,55030,Cosmos
Haruki Murakami,2195464,What I Talk About When I Talk About Running
Mark Kurlansky,2715,Salt: A World History
Margot Lee Shetterly,25953369,Hidden Figures: The American Dream and the Untold Story of the Black Women Mathematicians Who Helped Win the Space Race
Trevor Noah,29780253,Born a Crime: Stories From a South African Childhood
Doris Kearns Goodwin,2199,Team of Rivals: The Political Genius of Abraham Lincoln
Michelle Alexander,6792458,The New Jim Crow: Mass Incarceration in the Age of Colorblindness
Gary Chapman,238786885,The 5 Love Languages: The Secret to Love that Lasts
Sam Kean,7247854,"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements"
Thomas L. Friedman,1911,The World Is Flat: A Brief History of the Twenty-first Century
David McCullough,2203,John Adams
Alan Weisman,248787,The World Without Us
Mary Roach,14990,Spook: Science Tackles the Afterlife
Brené Brown,13588356,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead"
Lawrence Wright,16142053,"Going Clear: Scientology, Hollywood, and the Prison of Belief"
David Sedaris,4138,Naked
Barack Obama,9742,The Audacity of Hope: Thoughts on Reclaiming the American Dream
Nicholas D. Kristof,6260997,Half the Sky: Turning Oppression into Opportunity for Women Worldwide
Michael Pollan,13839,The Botany of Desire: A Plant's-Eye View of the World
Marjane Satrapi,9516,"Persepolis: The Story of a Childhood (Persepolis, #1)"
Jared Diamond,1842,"Guns, Germs, and Steel: The Fates of Human Societies"
Spencer Johnson,4894,Who Moved My Cheese?
Helen Macdonald,18803640,H is for Hawk
Jon Krakauer,24911006,Missoula: Rape and the Justice System in a College Town
Anne Fadiman,12609,"The Spirit Catches You and You Fall Down: A Hmong Child, Her American Doctors, and the Collision of Two Cultures"
Gretchen Rubin,6398634,"The Happiness Project: Or Why I Spent a Year Trying to Sing in the Morning, Clean My Closets, Fight Right, Read Aristotle, and Generally Have More Fun"
Blaine Harden,1179736514,Escape from Camp 14: One Man's Remarkable Odyssey from North Korea to Freedom in the West
Vicki Myron,3257136,Dewey: The Small-Town Library Cat Who Touched the World
Nassim Nicholas Taleb,242472,The Black Swan: The Impact of the Highly Improbable
Charles C. Mann,39020,1491: New Revelations of the Americas Before Columbus
Caitlin Doughty,25189315,Smoke Gets in Your Eyes: And Other Lessons from the Crematory
Jon Krakauer,1898,Into Thin Air: A Personal Account of the Mount Everest Disaster
Bryan Stevenson,20342617,Just Mercy: A Story of Justice and Redemption
Justin Halpern,7821447,Sh*t My Dad Says
Julie Powell,13747,"Julie and Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen: How One Girl Risked Her Marriage, Her Job, and Her Sanity to Master the Art of Living"
Chris Hadfield,18170143,An Astronaut's Guide to Life on Earth
Ron Chernow,16130,Alexander Hamilton
Chimamanda Ngozi Adichie,22738563,We Should All Be Feminists
Ayaan Hirsi Ali,81227,Infidel
Dave Eggers,6512154,Zeitoun
Alison Bechdel,26135825,Fun Home: A Family Tragicomic
Richard Dawkins,6117055,The Greatest Show on Earth: The Evidence for Evolution
Douglas R. Hofstadter,24113,"Gödel, Escher, Bach: An Eternal Golden Braid"
Marjane Satrapi,991197,The Complete Persepolis
Cheryl Strayed,13152194,Tiny Beautiful Things: Advice on Love and Life from Dear Sugar
Jen Campbell,12640991,Weird Things Customers Say in Bookshops
Daniel Kahneman,11468377,"Thinking, Fast and Slow"
Carrie Fisher,4961048,Wishful Drinking
Matthew Desmond,25852784,Evicted: Poverty and Profit in the American City
Ben Goldacre,3272165,Bad Science
Solomon Northup,18478222,Twelve Years a Slave
Deborah Blum,7054123,The Poisoner's Handbook: Murder and the Birth of Forensic Medicine in Jazz Age New York
Naomi Klein,1237300,The Shock Doctrine: The Rise of Disaster Capitalism
Chuck Klosterman,599,"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto"
Naoki Higashida,16113737,The Reason I Jump: The Inner Voice of a Thirteen-Year-Old Boy with Autism
Reza Aslan,17568801,Zealot: The Life and Times of Jesus of Nazareth
Timothy Egan,72223,The Worst Hard Time: The Untold Story of Those Who Survived the Great American Dust Bowl
Bill Bryson,17262366,"One Summer: America, 1927"
Dava Sobel,4806,Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time
Michael Moss,15797397,Salt Sugar Fat: How the Food Giants Hooked Us
Simon Winchester,25019,"The Professor and the Madman: A Tale of Murder, Insanity and the Making of the Oxford English Dictionary"
Robert M. Pirsig,629,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values
Tracy Kidder,10235,"Mountains Beyond Mountains: The Quest of Dr. Paul Farmer, A Man Who Would Cure the World"
Brené Brown,7015403,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are
Oliver Sacks,1297985,Musicophilia: Tales of Music and the Brain
Anna Kendrick,29868610,Scrappy Little Nobody
Ellen DeGeneres,11230081,Seriously... I'm Kidding
Sebastian Junger,6545608,The Perfect Storm: A True Story of Men Against the Sea
John Hersey,27323,Hiroshima
Daniel H. Pink,6452796,Drive: The Surprising Truth About What Motivates Us
Carrie Fisher,26025989,The Princess Diarist
Lin-Manuel Miranda,26200563,Hamilton: The Revolution
Diane Ackerman,32722510,The Zookeeper's Wife
Alfred Lansing,139069,Endurance: Shackleton's Incredible Voyage
Rachel Carson,27333,Silent Spring
Bill Bryson,27,Neither Here nor There: Travels in Europe
Nate Silver,13588394,The Signal and the Noise: Why So Many Predictions Fail - But Some Don't
Marina Keegan,18143905,The Opposite of Loneliness: Essays and Stories
Art Spiegelman,15196,"Maus I: A Survivor's Tale: My Father Bleeds History (Maus, #1)"
Robert T. Kiyosaki,69571,"Rich Dad, Poor Dad"
Joshua Foer,6346975,Moonwalking with Einstein: The Art and Science of Remembering Everything
William L. Shirer,767171,The Rise and Fall of the Third Reich: A History of Nazi Germany
Austin Kleon,13099738,Steal Like an Artist: 10 Things Nobody Told You About Being Creative
Michael Pollan,7015635,Food Rules: An Eater's Manual
Frederick Douglass,36529,Narrative of the Life of Frederick Douglass
Bill Bryson,26,The Lost Continent: Travels in Small-Town America
Helene Hanff,368916,"84, Charing Cross Road"
Amy Schumer,29405093,The Girl with the Lower Back Tattoo
Lauren Graham,30253864,"Talking as Fast as I Can: From Gilmore Girls to Gilmore Girls, and Everything in Between"
Erik Larson,9938498,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin"
Dave Cullen,5632446,Columbine
Dave Eggers,4953,A Heartbreaking Work of Staggering Genius
James Herriot,18929854,All Creatures Great and Small
Rhonda Byrne,52529,"The Secret (The Secret, #1)"
Joseph Campbell,588138,The Hero With a Thousand Faces
Timothy Ferriss,368593,The 4-Hour Workweek
Marcus Aurelius,30659,Meditations
Randy Pausch,2318271,The Last Lecture
John Gray,1274,"Men Are from Mars, Women Are from Venus"
John Steinbeck,5306,Travels with Charley: In Search of America
Jean-Dominique Bauby,193755,The Diving Bell and the Butterfly
Amy Chua,9160695,Battle Hymn of the Tiger Mother
Stephen E. Ambrose,42389,"Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest"
Robert K. Massie,10414941,Catherine the Great: Portrait of a Woman
David Foster Wallace,6751,Consider the Lobster and Other Essays
Gavin de Becker,56465,The Gift of Fear: Survival Signals That Protect Us from Violence
Lindy West,29340182,Shrill: Notes from a Loud Woman
Candice Millard,10335318,"Destiny of the Republic: A Tale of Madness, Medicine and the Murder of a President"
Daniel Todd Gilbert,56627,Stumbling on Happiness
James McBride,29209,The Color of Water: A Black Man's Tribute to His White Mother
Jenny  Lawson,23848559,Furiously Happy: A Funny Book About Horrible Things
Naomi Klein,647,No Logo
Bill Bryson,10538,The Life and Times of the Thunderbolt Kid
Erik Larson,239186,"Isaac's Storm: A Man, a Time, and the Deadliest Hurricane in History"
Eckhart Tolle,6708,The Power of Now: A Guide to Spiritual Enlightenment
Denise Kiernan,15801668,The Girls of Atomic City: The Untold Story of the Women Who Helped Win World War II
Benjamin Hoff,48757,The Tao of Pooh
Stephen Hawking,8520362,The Grand Design
Alice Sebold,82970,Lucky
Simon Singh,17994,The Code Book: The Science of Secrecy from Ancient Egypt to Quantum Cryptography
Mary Roach,32191737,Grunt: The Curious Science of Humans at War
Dave Pelzer,60748,"A Child Called ""It"" (Dave Pelzer #1)"
Kay Redfield Jamison,361459,An Unquiet Mind: A Memoir of Moods and Madness
Alison Weir,10104,The Six Wives of Henry VIII
Philip Gourevitch,11472,We Wish to Inform You That Tomorrow We Will Be Killed with Our Families
Hope Jahren,25733983,Lab Girl
Michael   Lewis,24724602,Flash Boys: A Wall Street Revolt
Eric    Weiner,1918305,The Geography of Bliss: One Grump's Search for the Happiest Places in the World
Dan   Harris,1850579610,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works"
Flora Rheta Schreiber,67920,Sybil: The Classic True Story of a Woman Possessed by Sixteen Personalities
Siddhartha Mukherjee,27276428,The Gene: An Intimate History
Irin Carmon,25422234,Notorious RBG: The Life and Times of Ruth Bader Ginsburg
Steven Pinker,5755,The Language Instinct: How the Mind Creates Language
Helen Keller,821611,The Story of My Life
Carol S. Dweck,40745,Mindset: The New Psychology of Success
Jim Gaffigan,16141924,Dad Is Fat
Amanda Palmer,20980987,"The Art of Asking; or, How I Learned to Stop Worrying and Let People Help"
Bertrand Russell,243685,A History of Western Philosophy
Immanuel Kant,18288,Critique of Pure Reason
Plato,81779,The Symposium
Jean-Paul Sartre,10033,Being and Nothingness
Martin Heidegger,92307,Being and Time
Søren Kierkegaard,24965,Fear and Trembling
Jean-Paul Sartre,298275,Nausea
Jean-Jacques Rousseau,12651,The Social Contract
Plato,73945,Apology
René Descartes,31862,Discourse on Method and Meditations on First Philosophy
Ludwig Wittgenstein,12075,Tractatus Logico-Philosophicus
Aristotle,19083,Politics
Kahlil Gibran,2547,The Prophet
Jean-Paul Sartre,51985,Existentialism Is a Humanism
Bertrand Russell,31799,The Problems of Philosophy
Ludwig Wittgenstein,12073,Philosophical Investigations
Michel Foucault,80369,Discipline and Punish: The Birth of the Prison
Friedrich Nietzsche,80449,On the Genealogy of Morals
John Stuart Mill,584637,Utilitarianism
Alain de Botton,23419,The Consolations of Philosophy
Aristotle,13270,Poetics
Plato,22632,The Trial and Death of Socrates
Confucius,27297,The Analects
Friedrich Nietzsche,2823,The Birth of Tragedy
David Hume,80311,A Treatise of Human Nature
Boethius,31837,The Consolation of Philosophy
Bertrand Russell,472025,Why I Am Not a Christian and Other Essays on Religion and Related Subjects
René Descartes,159418,Discourse on Method
Plato,30292,"Five Dialogues: Euthyphro, Apology, Crito, Meno, Phaedo"
Albert Camus,11991,The Fall
Friedrich Nietzsche,451565,"Human, All Too Human"
Blaise Pascal,449407,Pensées
Seneca,97412,On the Shortness of Life
Arthur Schopenhauer,19506,"The World as Will and Representation, Vol 1"
Albert Camus,91950,The Myth of Sisyphus
Ayn Rand,667,Anthem
Thomas Cathcart,180995,Plato and a Platypus Walk Into a Bar: Understanding Philosophy Through Jokes
Søren Kierkegaard,24970,Either/Or: A Fragment of Life
Albert Camus,11990,The Rebel: An Essay on Man in Revolt
Søren Kierkegaard,24972,The Sickness Unto Death: A Christian Psychological Exposition for Upbuilding and Awakening
Michel de Montaigne,30735,The Complete Essays
Jean-Jacques Rousseau,22472,Discourse on the Origin of Inequality
Michael J. Sandel,6452731,Justice: What's the Right Thing to Do?
Plato,9462,Complete Works
Sam Harris,7785194,The Moral Landscape: How Science Can Determine Human Values
Yann Martel,4214,Life of Pi
Harry G. Frankfurt,385,On Bullshit
Sigmund Freud,357636,Civilization and Its Discontents
Richard Bach,71728,Jonathan Livingston Seagull
Titus Lucretius Carus,195769,The Way Things Are: The De Rerum Natura
Miyamoto Musashi,867247,A Book of Five Rings: The Classic Guide to Strategy
Plato,982310,Phaedo
Friedrich Nietzsche,80447,The Portable Nietzsche
John Locke,448836,Second Treatise of Government
Immanuel Kant,80324,Prolegomena to Any Future Metaphysics
Jean Baudrillard,22613,Simulacra and Simulation
Krishna-Dwaipayana Vyasa,99944,The Bhagavad Gita
William B. Irvine,5617966,A Guide to the Good Life: The Ancient Art of Stoic Joy
C.S. Lewis,11138,Mere Christianity
Seneca,97411,Letters from a Stoic (a selection)
Michel Foucault,119561,The Order of Things: An Archaeology of the Human Sciences
Friedrich Nietzsche,43150,Twilight of the Idols/The Anti-Christ
Ayn Rand,665,The Virtue of Selfishness: A New Concept of Egoism
David Hume,80313,Dialogues Concerning Natural Religion
Sam Harris,29501,"The End of Faith: Religion, Terror, and the Future of Reason"
Hermann Hesse,16631,Steppenwolf
Plato,360882,Phaedrus
Alasdair MacIntyre,332138,After Virtue: A Study in Moral Theory
Arthur Schopenhauer,19510,Essays and Aphorisms
Thomas Paine,161744,Common Sense
Maurice Merleau-Ponty,18279,Phenomenology of Perception
Alan W. Watts,60551,The Book on the Taboo Against Knowing Who You Are
Aldous Huxley,5128,The Doors of Perception & Heaven and Hell
Epictetus,24615,Enchiridion
Adam Smith,25698,The Wealth of Nations
Sarah Bakewell,25658482,"At the Existentialist Café: Freedom, Being, and Apricot Cocktails"
Immanuel Kant,375410,Critique of Judgment
Thomas Paine,1031803,The Age of Reason
Plato,846122,Meno
Simone de Beauvoir,21119,The Ethics of Ambiguity
Roland Barthes,51715,Mythologies
Shunryu Suzuki,402843,"Zen Mind, Beginner's Mind: Informal Talks on Zen Meditation and Practice"
William James,28820,The Varieties of Religious Experience
Guy Debord,381440,The Society of the Spectacle
Hannah Arendt,52090,Eichmann in Jerusalem: A Report on the Banality of Evil
Daniel C. Dennett,2069,Consciousness Explained
Daniel C. Dennett,2067,Breaking the Spell: Religion as a Natural Phenomenon
Nassim Nicholas Taleb,13530973,Antifragile: Things That Gain from Disorder
Carl Sagan,17349,The Demon-Haunted World: Science as a Candle in the Dark
Simon Blackburn,1038873,Think: A Compelling Introduction to Philosophy
Plato,30300,The Last Days of Socrates
Plato,811970,Euthyphro
Theodor W. Adorno,85812,Dialectic of Enlightenment: Philosophical Fragments
Gilles Deleuze,118317,Anti-Oedipus: Capitalism and Schizophrenia
C.S. Lewis,79428,The Abolition of Man
Jean-Paul Sartre,10037,No Exit and Three Other Plays
Alain de Botton,23420,How Proust Can Change Your Life
Ralph Waldo Emerson,123845,Self-Reliance and Other Essays
Plato,780072,Crito
Friedrich Nietzsche,12319,Basic Writings of Nietzsche
Augustine of Hippo,25673,City of God
Martin Heidegger,203310,"Poetry, Language, Thought"
Alain de Botton,23425,Status Anxiety
Christopher Hitchens,1566053,The Portable Atheist: Essential Readings for the Nonbeliever
Michel Foucault,232743,The Archaeology of Knowledge & The Discourse on Language
Hannah Arendt,396931,The Origins of Totalitarianism
Alan W. Watts,551520,The Wisdom of Insecurity: A Message for an Age of Anxiety
Albert Camus,11987,The Myth of Sisyphus and Other Essays
Douglas R. Hofstadter,2081,The Mind’s I: Fantasies and Reflections on Self and Soul
Daniel C. Dennett,2068,Darwin's Dangerous Idea: Evolution and the Meanings of Life
Gilles Deleuze,118316,A Thousand Plateaus: Capitalism and Schizophrenia
Alan W. Watts,514210,The Way of Zen
Arthur Schopenhauer,445747,"The World as Will and Representation, Vol 2"
Ernest Becker,2761,The Denial of Death
Robert Nozick,479572,"Anarchy, State, and Utopia"
Miguel Ruiz,6596,The Four Agreements: A Practical Guide to Personal Freedom
Sam Harris,51299,Letter to a Christian Nation
Martin Heidegger,393902,"Basic Writings: Ten Key Essays, plus the Introduction to Being and Time"
Jean-Paul Sartre,10034,The Age of Reason
Aristotle,881319,The Art of Rhetoric
Sam Harris,18869177,Lying
Jean-Paul Sartre,22623,Existentialism and Human Emotions
Walter Benjamin,2725,Illuminations: Essays and Reflections
Will Durant,31795,The Story of Philosophy: The Lives and Opinions of the World's Greatest Philosophers
Sarah Bakewell,7624457,How to Live: A Life of Montaigne in One Question and Twenty Attempts at An Answer
Gaston Bachelard,13269,The Poetics of Space
Plato,340960,Theaetetus
Georg Wilhelm Friedrich Hegel,25241,The Philosophy of History
Fyodor Dostoyevsky,17876,"Notes from Underground, White Nights, The Dream of a Ridiculous Man, and Selections from The House of the Dead"
Alexis de Tocqueville,16619,Democracy in America 
Richard M. Rorty,31947,Philosophy and the Mirror of Nature
Mary Wollstonecraft,224387,A Vindication of the Rights of Woman
William James,681508,Pragmatism: A New Name for Some Old Ways of Thinking
Fyodor Dostoyevsky,49455,Notes from Underground
Daniel C. Dennett,18378002,Intuition Pumps And Other Tools for Thinking
David Hume,839433,An Enquiry Concerning the Principles of Morals
Walter Kaufmann,162022,"Nietzsche: Philosopher, Psychologist, Antichrist"
Bertrand Russell,135742,In Praise of Idleness and Other Essays
John Stuart Mill,385228,On Liberty
Sigmund Freud,93981,The Interpretation of Dreams
Jacques Derrida,765346,Writing and Difference
Jean-Paul Sartre,123933,No Exit
Peter Singer,29380,Animal Liberation
Derek Parfit,327051,Reasons and Persons
Douglas R. Hofstadter,123471,I Am a Strange Loop
Ryan Holiday,18668059,The Obstacle Is the Way: The Timeless Art of Turning Trials into Triumph
Henry David Thoreau,16900,Civil Disobedience and Other Essays
Judith Butler,85767,Gender Trouble: Feminism and the Subversion of Identity
Adam Smith,25700,The Theory of Moral Sentiments
Alain de Botton,23426,On Love
George Berkeley,159994,A Treatise Concerning the Principles of Human Knowledge
Epictetus,1045017,The Discourses
Thomas Paine,177523,Rights of Man
Steven Pinker,5752,The Blank Slate: The Modern Denial of Human Nature
Will Buckingham,8493026,The Philosophy Book
William Barrett,83321,Irrational Man: A Study in Existential Philosophy
Niccolò Machiavelli,99328,The Discourses
Friedrich Nietzsche,94578,The Gay Science
Henry David Thoreau,18626866,Civil Disobedience
Peter Singer,29378,Practical Ethics
Tsunetomo Yamamoto,277950,Hagakure: The Book of the Samurai
Karl R. Popper,1129911,The Open Society and Its Enemies - Volume 1: The Spell of Plato
Karl Marx,238953,Das Kapital
C.S. Lewis,26435,The Problem of Pain
Alexander Hamilton,110331,The Federalist Papers
Benjamin Hoff,89369,The Te of Piglet
Slavoj Žižek,18912,The Sublime Object of Ideology
Stephen Greenblatt,13707734,The Swerve: How the World Became Modern
Karl Marx,325785,"Capital, Vol 1: A Critical Analysis of Capitalist Production"
Frederick Charles Copleston,31866,"A History of Philosophy, Vol. 1: Greece and Rome, From the Pre-Socratics to Plotinus"
Jean-François Lyotard,252648,The Postmodern Condition: A Report on Knowledge
Erich Fromm,25491,Escape from Freedom
Daniel C. Dennett,2071,Freedom Evolves
Slavoj Žižek,2638701,Violence
Paulo Freire,72657,Pedagogy of the Oppressed
Edwin A. Abbott,433567,Flatland: A Romance of Many Dimensions
Thomas Nagel,100021,What Does It All Mean? A Very Short Introduction to Philosophy
Michel Foucault,1878,"The History of Sexuality, Volume 2: The Use of Pleasure"
Hans-Georg Gadamer,213142,Truth and Method
Edward Said,355190,Orientalism
Friedrich Nietzsche,12321,Beyond Good and Evil
Thomas Paine,99955,"Common Sense, The Rights of Man and Other Essential Writings"
Jonathan Haidt,96884,The Happiness Hypothesis: Finding Modern Truth in Ancient Wisdom
Emil M. Cioran,117566,On the Heights of Despair
Theodor W. Adorno,201388,Minima Moralia: Reflections from a Damaged Life
Karl R. Popper,61550,The Logic of Scientific Discovery
David Foster Wallace,5986375,"This Is Water: Some Thoughts, Delivered on a Significant Occasion, about Living a Compassionate Life"
Jostein Gaarder,48318,The Solitaire Mystery: A Novel About Family and Destiny
Jean-Jacques Rousseau,326679,Emile or On Education
Richard Bach,29946,Illusions: The Adventures of a Reluctant Messiah
Irvin D. Yalom,21031,When Nietzsche Wept
Robert Greene,1303,The 48 Laws of Power
Eckhart Tolle,76334,A New Earth: Awakening to Your Life's Purpose
Baruch Spinoza,205218,Ethics
Henri Bergson,865540,Matter and Memory
Robert M. Pirsig,31093,Lila: An Inquiry Into Morals
Michael J. Sandel,13221379,What Money Can't Buy: The Moral Limits of Markets
Karl Marx,52184,The Marx-Engels Reader
Aristotle,366330,Physics
Gilles Deleuze,83271,Nietzsche and Philosophy (European Perspectives)
Friedrich Nietzsche,479356,Ecce Homo
Gottfried Wilhelm Leibniz,649465,Philosophical Essays
Gilles Deleuze,765337,Difference and Repetition
Noam Chomsky,12614,The Chomsky - Foucault Debate: On Human Nature
Ayn Rand,668,We the Living
John Berger,2784,Ways of Seeing
C.G. Jung,123632,Man and His Symbols
Epictetus,4143812,Discourses and Selected Writings
Jonathan Barnes,31910,Early Greek Philosophy
Nick Bostrom,20527133,"Superintelligence: Paths, Dangers, Strategies"
Slavoj Žižek,6636487,"First as Tragedy, Then as Farce"
George Berkeley,1171160,Three Dialogues Between Hylas and Philonous
Ayn Rand,843433,Philosophy: Who Needs It (Ayn Rand Library)
Plato,848993,Protagoras
Epicurus,195762,The Essential Epicurus
Francis Bacon,677923,The Essays
Allan Bloom,75812,The Closing of the American Mind
Georg Wilhelm Friedrich Hegel,25248,Elements of the Philosophy of Right
Hermann Hesse,24861,Demian. Die Geschichte von Emil Sinclairs Jugend
Thomas Ligotti,8524528,The Conspiracy Against the Human Race
Aristotle,9438,The Basic Works of Aristotle
Carlos Castaneda,78250,The Teachings of Don Juan: A Yaqui Way of Knowledge 
Emil M. Cioran,117564,The Trouble with Being Born
Jiddu Krishnamurti,143877,Freedom from the Known
Ayn Rand,663,For the New Intellectual: The Philosophy of Ayn Rand
Søren Kierkegaard,17987667,The Concept of Anxiety: A Simple Psychologically Oriented Deliberation in View of the Dogmatic Problem of Hereditary Sin
Pierre Hadot,305860,Philosophy As a Way of Life: Spiritual Exercises from Socrates to Foucault
Xenophon,70552,Conversations of Socrates
Richard M. Rorty,86098,"Contingency, Irony, and Solidarity"
Rebecca Goldstein,18050049,Plato at the Googleplex: Why Philosophy Won't Go Away
Michel Foucault,770902,The Foucault Reader: An Introduction to Foucault's Thought
Alain de Botton,23418,The Architecture of Happiness
Gilles Deleuze,118319,What Is Philosophy?
Plotinus,26252,The Enneads
Albert Camus,11995,"Resistance, Rebellion and Death: Essays"
Bertrand Russell,67354,What I Believe
Louis Menand,28202,The Metaphysical Club
Samir Okasha,31921,Philosophy of Science: A Very Short Introduction
Montesquieu,141958,The Spirit of the Laws (Cambridge Texts in the History of Political Thought)
Roland Barthes,380994,A Lover's Discourse: Fragments
Herbert Marcuse,349650,One-Dimensional Man: Studies in the Ideology of Advanced Industrial Society
Edmund Burke,160019,Reflections on the Revolution in France 
Hannah Arendt,127230,On Violence
Rainer Maria Rilke,46199,Letters to a Young Poet
Emil M. Cioran,2855,A Short History of Decay
Yuval Noah Harari,31138556,Homo Deus: A Brief History of Tomorrow
Daniel Quinn,227265,Ishmael
David Hume,130119,An Enquiry Concerning Human Understanding
Bertrand Russell,51783,The Conquest of Happiness
Luc Ferry,12082644,A Brief History of Thought: A Philosophical Guide to Living
Alan Lightman,14376,Einstein's Dreams
Eric Hoffer,15916,The True Believer: Thoughts on the Nature of Mass Movements
Frantz Fanon,66933,The Wretched of the Earth
Michel Foucault,1876,"The History of Sexuality, Volume 3: The Care of the Self"
Jonathan Haidt,11324722,The Righteous Mind: Why Good People are Divided by Politics and Religion
Carl von Clausewitz,117031,On War
Alain de Botton,5293573,The Pleasures and Sorrows of Work
Nigel Warburton,31854,Philosophy: The Basics
Philip K. Dick,7082,Do Androids Dream of Electric Sheep?
Marissa Meyer,11235712,"Cinder (The Lunar Chronicles, #1)"
Arthur C. Clarke,70535,"2001: A Space Odyssey (Space Odyssey, #1)"
Isaac Asimov,41804,"I, Robot (Robot #0.1)"
John Scalzi,51964,"Old Man's War (Old Man's War, #1)"
Isaac Asimov,29581,Foundation and Empire (Foundation #2)
Douglas Adams,8694,"Life, the Universe and Everything (Hitchhiker's Guide, #3)"
Robert A. Heinlein,17214,Starship Troopers
James S.A. Corey,8855321,"Leviathan Wakes (The Expanse, #1)"
Dan Simmons,77566,"Hyperion (Hyperion Cantos, #1)"
Isaac Asimov,29580,Second Foundation (Foundation #3)
Douglas Adams,6091075,"So Long, and Thanks for All the Fish"
Arthur C. Clarke,414999,Childhood's End
Orson Scott Card,8648,"Xenocide (Ender's Saga, #3)"
Orson Scott Card,9532,"Ender's Shadow (Ender's Shadow, #1)"
Pierce Brown,15839976,"Red Rising (Red Rising, #1)"
Frank Herbert,112,Children of Dune (Dune Chronicles #3)
Rick Yancey,161011285,"The 5th Wave (The 5th Wave, #1)"
Larry Niven,61179,"Ringworld (Ringworld, #1)"
John Scalzi,13055592,Redshirts
Douglas Adams,13,The Ultimate Hitchhiker's Guide to the Galaxy
Marissa Meyer,13206828,"Cress (The Lunar Chronicles, #3)"
Scott Westerfeld,24770,"Uglies (Uglies, #1)"
Walter M. Miller Jr.,164154,A Canticle for Leibowitz
Douglas Adams,569429,Mostly Harmless
Ursula K. Le Guin,13651,The Dispossessed
Isaac Asimov,41811,The Caves of Steel (Robot #1)
Iain M. Banks,8935689,"Consider Phlebas (Culture, #1)"
Orson Scott Card,31360,"Children of the Mind (Ender's Saga, #4)"
Isaac Asimov,76683,Foundation's Edge (Foundation #4)
Carl Sagan,61666,Contact
Liu Cixin,20518872,"The Three-Body Problem (Remembrance of Earth’s Past, #1)"
Beth Revis,8235178,"Across the Universe (Across the Universe, #1)"
Kim Stanley Robinson,77507,"Red Mars (Mars Trilogy, #1)"
Cormac McCarthy,6288,The Road
Robert A. Heinlein,16690,The Moon is a Harsh Mistress
Dan Simmons,77565,"The Fall of Hyperion (Hyperion Cantos, #2)"
Philip K. Dick,22590,Ubik
Neal Stephenson,827,"The Diamond Age: or, A Young Lady's Illustrated Primer"
Marissa Meyer,13206900,"Winter (The Lunar Chronicles, #4)"
Neal Stephenson,22816087,Seveneves
David Mitchell,49628,Cloud Atlas
John Wyndham,530965,The Day of the Triffids
Isaac Asimov,29582,Foundation and Earth (Foundation #5)
James Dashner,7631105,"The Scorch Trials (Maze Runner, #2)"
Richard K. Morgan,40445,"Altered Carbon (Takeshi Kovacs, #1)"
Jeff VanderMeer,17934530,"Annihilation (Southern Reach, #1)"
Connie Willis,24983,"Doomsday Book (Oxford Time Travel, #1)"
Stanis?aw Lem,95558,Solaris
James S.A. Corey,12591698,"Caliban's War (The Expanse, #2)"
Isaac Asimov,30013,Prelude to Foundation
John Scalzi,239399,"The Ghost Brigades (Old Man's War, #2)"
Pittacus Lore,7747374,"I Am Number Four (Lorien Legacies, #1)"
Vernor Vinge,77711,"A Fire Upon the Deep (Zones of Thought, #1)"
Ray Bradbury,24830,The Illustrated Man
Amie Kaufman,13138635,"These Broken Stars (Starbound, #1)"
Neal Stephenson,2845024,Anathem
Patrick Ness,2118745,"The Knife of Never Letting Go (Chaos Walking, #1)"
